"Value","CodeType","Category","SourceLabel","SuggestedLabel","Note","Date",
"418397007","","Food, Other","Allergy to cinnamon","Cinnamon","","2021-05-06",
"425525006","","Food, Other","Allergy to dairy food","Dairy product","","2021-05-06",
"91930004","","Food, Other","Allergy to edible egg","Eggs","","2021-05-06",
"414285001","","Food, Other","Allergy to food","Food, Unspecified","","2021-05-06",
"294847001","","Food, Other","Allergy to gelatin","Gelatin","","2021-05-06",
"441831003","","Food, Other","Gluten sensitivity","Gluten sensitivity","","2021-05-06",
"447961002","","Food, Other","Allergy to dietary mushroom","Mushroom","","2021-05-06",
"419619007","","Food, Other","Allergy to potato","Potato","","2021-05-06",
"25868003","","Food, Other","Soy protein sensitivity","Soy protein sensitivity","","2021-05-06",
"419421008","","Food, Other","Allergy to sulfite based food preservative","Sulfite based food preservative","","2021-05-06",
"417918006","","Meat","Allergy to pork","Pork","","2021-05-06",
"418815008","","Meat","Allergy to red meat","Red meat","","2021-05-06",
"294420000","","Chemical","Alcohol products allergy","Alcohol products","","2021-05-06",
"419180003","","Chemical","Allergy to aspartame","Aspartame","","2021-05-06",
"294434000","","Chemical","Allergy to boric acid","Boric acid","","2021-05-06",
"418344001","","Chemical","Allergy to caffeine","Caffeine","","2021-05-06",
"294318004","","Chemical","Allergy to castor oil","Castor oil","","2021-05-06",
"418545001","","Chemical","Allergy to dye","Dye","","2021-05-06",
"294298002","","Chemical","Allergy to glycine","Glycine","","2021-05-06",
"293817009","","Chemical","Lithium allergy","Lithium","","2021-05-06",
"294321002","","Chemical","Lubricant allergy","Lubricant, Unspecified","","2021-05-06",
"300908007","","Chemical","Allergy to perfume","Perfume","","2021-05-06",
"293842000","","Chemical","Allergy to tryptophan","Tryptophan","","2021-05-06",
"294923007","","Chemical","Allergy to retinol","Vitamin A","","2021-05-06",
"294924001","","Chemical","Allergy to vitamin D and vitamin D derivative","Vitamin D","","2021-05-06",
"294925000","","Chemical","Allergy to vitamin K and vitamin K derivative","Vitamin K","","2021-05-06",
"294169006","","Substance","Allergy to coal tar","Coal tar","","2021-05-06",
"417982003","","Substance","Allergy to cosmetic material","Cosmetic","","2021-05-06",
"418968001","","Substance","Allergy to gauze","Gauze","","2021-05-06",
"300916003","","Substance","Allergy to latex","Latex","","2021-05-06",
"294324005","","Substance","Allergy to paraffin","Paraffin","","2021-05-06",
"419412007","","Substance","Allergy to rubber","Rubber","","2021-05-06",
"294328008","","Substance","Allergy to silicone","Silicone","","2021-05-06",
"419199007","","Substance","Allergy to substance","Substance, Unspecified","","2021-05-06",
"294179008","","Substance","Sulfur allergy","Sulfur","","2021-05-06",
"405649006","","Substance","Tape allergy","Tape","","2021-05-06",
"402306009","","Metal","Allergy to aluminium","Aluminum","","2021-05-06",
"294238000","","Metal","Allergy to gold","Gold","","2021-05-06",
"300915004","","Metal","Allergy to metal","Metal, Unspecified","","2021-05-06",
"419788000","","Metal","Allergy to nickel","Nickel","","2021-05-06",
"294950002","","Metal","Allergy to zinc","Zinc","","2021-05-06",
