"DatasetName","DatasetType","ElementNumber","ElementName","V2Number","National","State","Definition","Usage","Comment","V3Changes","MinOccurs","MaxOccurs","IsNillable","DataType","NV","PN","PNNill","NVList","PNList","minLength","maxLength","length","minInclusive","maxInclusive","minExclusive","totalDigits","fractionDigits","pattern",
"EMSDataSet","element","eRecord.01","Patient Care Report Number","E01_01","National","State","The unique number automatically assigned by the EMS agency for each Patient Care Report (PCR). This should be a unique number for the EMS agency for all of time.","Mandatory","","","1","1","","PatientCareReportNumber","","","","","","3","32","","","","","","","",
"EMSDataSet","element","eRecord.02","Software Creator","E01_02","National","State","The name of the vendor, manufacturer, and developer who designed the application that created this record.","Mandatory","This is required to document the software used to generate the Patient Care Report. This is not the last software which aggregated/stored the Patient Care Report after it was sent from another software.","","1","1","","SoftwareCreator","","","","","","1","50","","","","","","","",
"EMSDataSet","element","eRecord.03","Software Name","E01_03","National","State","The name of the application used to create this record.","Mandatory","This is the EMS Agency's software, not the state or other level software which electronically received the data from the local EMS Agency.","","1","1","","SoftwareName","","","","","","1","50","","","","","","","",
"EMSDataSet","element","eRecord.04","Software Version","E01_04","National","State","The version of the application used to create this record.","Mandatory","","","1","1","","SoftwareVersion","","","","","","1","50","","","","","","","",
"EMSDataSet","element","eResponse.01","EMS Agency Number","E02_01","National","State","The state-assigned provider number of the responding agency","Mandatory","The EMS Agency Number in eResponse.01 can auto-populate from dAgency.02 EMS Agency Number in the demographic section.","","1","1","","EMSAgencyNumber","","","","","","1","15","","","","","","","",
"EMSDataSet","element","eResponse.02","EMS Agency Name","","","State","EMS Agency Name","Recommended","Added to better identify the EMS Agency associated with the EMS event.","","0","1","Nillable","EMSAgencyName","NV","","","NV.NotReporting; NV.NotRecorded; NV.NotApplicable; ","","2","100","","","","","","","",
"EMSDataSet","element","eResponse.03","Incident Number","E02_02","National","State","The incident number assigned by the 911 Dispatch System","Required","This number can be used to associate multiple EMS responses, dispatch information, and other information to the same EMS event or patient.","","1","1","Nillable","EMSIncidentNumber","NV","","","NV.NotRecorded; NV.NotApplicable; ","","3","32","","","","","","","",
"EMSDataSet","element","eResponse.04","EMS Response Number","E02_03","National","State","The internal EMS response number which is unique for each EMS Vehicle's (Unit) response to an incident within an EMS Agency.","Required","","","1","1","Nillable","EMSResponseNumber","NV","","","NV.NotRecorded; NV.NotApplicable; ","","3","32","","","","","","","",
"EMSDataSet","element","eResponse.05","Type of Service Requested","E02_04","National","State","The type of service or category of service requested of the EMS Agency responding for this specific EMS event","Mandatory","“Interfacility Transfer” has been changed to ”Interfacility Transport. “Public Assistance/Other Not Listed” added for EMS  										expanded scope events such as elderly assistance, injury prevention, public education, immunization programs, etc.","","1","1","","EMSServiceCat","","","","","","","","","","","","","","",
"EMSDataSet","element","eResponse.06","Standby Purpose","","","","The main reason the EMS Unit is on Standby as the Primary Type of Service for the EMS event.","Optional","Added to document the reason for “Standby” when populated in eResponse.05 (Type of Service Requested). This information will assist in administrative analysis of EMS service delivery, special event coverage, etc.","","0","1","","EMSStandByReason","","","","","","","","","","","","","","",
"EMSDataSet","element","eResponse.07","Primary Role of the Unit","E02_05","National","State","The Primary role of the EMS Unit which responded to this specific EMS event","Mandatory","Supervisor clarified to Administrative Only.  if the Supervisor is responding to assist, that would be considered Non-Transport. Transport separated into Air and Ground.  In Version 2 there was no way to identify Air Transport.","","1","1","","PrimaryRoleOfUnit","","","","","","","","","","","","","","",
"EMSDataSet","element","eResponse.08","Type of Dispatch Delay","E02_06","National","State","The dispatch delays, if any, associated with the dispatch of the EMS unit to the EMS event.","Required","A dispatch delay is any time delay that occurs from the time of PSAP call (eTimes.01) to the time the unit is notified by dispatch (eTimes.03).","","1","M","Nillable","EMSDispatchDelayReason","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eResponse.09","Type of Response Delay","E02_07","National","State","The response delays, if any, of the EMS unit associated with the EMS event.","Required","Rendezvous Transport Unavailable added for situations where there is a wait for an EMS Transport Unit, a Ferry, Air Medical, etc to return to service. 							<br/><br/>A response delay is any time delay that occurs from the time the unit is notified by dispatch (eTimes.03) to the time the unit arrived on scene (eTimes.06).","","1","M","Nillable","EMSUnitDelayReason","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eResponse.10","Type of Scene Delay","E02_08","National","State","The scene delays, if any, of the EMS unit associated with the EMS event.","Required","A scene delay is any time delay that occurs from the time the unit arrived on scene (eTimes.06) to the time the unit left the scene (eTimes.09).","","1","M","Nillable","EMSSceneUnitDelayReason","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eResponse.11","Type of Transport Delay","E02_09","National","State","The transport delays, if any, of the EMS unit associated with the EMS event.","Required","Rendezvous Transport Unavailable added for situations where there is a wait for an EMS Transport Unit, a Ferry, Air Medical, etc. 							<br/><br/>A transport delay is any time delay that occurs from the time the unit left the scene (eTimes.09) to the time the patient arrived at the destination (eTimes.10).","","1","M","Nillable","EMSTransportUnitDelayReason","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eResponse.12","Type of Turn-Around Delay","E02_10","National","State","The turn-around delays, if any, of EMS unit associated with the EMS event.","Required","Rendezvous Transport Unavailable added for situations where there is a wait for an EMS Transport Unit, a Ferry, Air Medical, etc to return to service.								 								<br/><br/>If a patient is being transported by the unit, turn-around delay is any time delay that occurs from the time the patient arrived at the destination (eTimes.10) until the time the unit is back in service (eTimes.13) or unit back at the home location (eTimes15) [whichever is the greater of the two times]. 								<br/><br/>If no patient is being transported by the unit, turn-around delay is any time delay that occurs from the time the unit arrived on scene (eTimes.06) until the unit is back in service (eTimes.13) or the unit back at the home location (eTimes.15) [whichever is the greater of the two times].","","1","M","Nillable","EMSTurnaroundUnitDelayReason","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eResponse.13","EMS Vehicle (Unit) Number","E02_11","National","State","The unique physical vehicle number of the responding unit.","Mandatory","This is recommended to be the State Vehicle Permit Number if unique to the vehicle.  If the vehicle is not licensed by the state, this should be a unique number only associated with a specific vehicle. This element should be populated from dVehicle.01 -  Unit/Vehicle Number.","","1","1","","EMSVehicleNumber","","","","","","1","25","","","","","","","",
"EMSDataSet","element","eResponse.14","EMS Unit Call Sign","E02_12","National","State","The EMS unit number used to dispatch and communicate with the unit. This may be the same as the EMS Unit/Vehicle Number in many agencies.","Mandatory",""This element could be populated from a list created in dVehicle.03 EMS Unit Call Sign or dConfiguration.16 (Crew Call Sign).","","1","1","","EMSUnitCallSign","","","","","","1","50","","","","","","","",
"EMSDataSet","element","eResponse.15","Level of Care of This Unit","","National","State","The level of care (BLS or ALS) the unit is able to provide based on the units' treatment capabilities for this EMS response.","Mandatory","Added to identify the level of care (license level) the EMS unit/crew can provide regardless of patient need, based on this unit's capabilities.   								<br/><br/>For example, if a unit/crew is staffed with an EMT-Intermediate or EMT-Paramedic but the unit is either licensed or stocked at a BLS level the appropriate level of care is "BLS-Basic”. This is because the care provided to patients is limited to BLS skills.","","1","1","","UnitLevelOfCare","","","","","","","","","","","","","","",
"EMSDataSet","element","eResponse.16","Vehicle Dispatch Location","E02_13","","","The EMS Location or healthcare facility name representing the geographic location of the vehicle at the time of dispatch.","Optional","This element can be populated from dLocation.02 EMS Location Name or dFacility information.  Depending on the information the EMS Agency or State is interested in knowing the following elements can be utilized: 							<br/>1. dLocation.02 EMS Location Name 							<br/>2. dFacility.02 Facility Name 							<br/>3. dFacility.03 Facility Code 							<br/>4. dFacility.15 Facility GPS Location","","0","1","","VehicleDispatchLocation","","","","","","2","100","","","","","","","",
"EMSDataSet","element","eResponse.17","Vehicle Dispatch GPS Location","E02_15","","","The GPS coordinates associated with the EMS unit at the time of dispatch documented in decimal degrees.","Optional","The pattern for GPS location is in the format "<span style="font-style:italic">latitude</span>,<span style="font-style:italic">longitude</span>" where: 										  <br/>- <span style="font-style:italic">latitude</span> has a minimum of -90 and a maximum of 90 with up to 6 decimal places 										  <br/>- <span style="font-style:italic">longitude</span> has a minimum of -180 and a maximum of 180 with up to 6 decimal places","","0","1","","GPSLocation","","","","","","","","","","","","","","(\+|-)?([9][0]|([1-8][0-9]|[0-9]|90)(\.[0-9]{1,6})?),(\+|-)?([1][8][0]|([1][0-7][0-9]|[1-9][0-9]|[0-9]|90)(\.[0-9]{1,6})?)",
"EMSDataSet","element","eResponse.18","Vehicle Dispatch US National Grid Location","","","","The US National Grid Coordinates for the EMS Vehicle's Dispatch Location.","Optional","Standard found at www.fgdc.gov/usng. Used by the EMS components of US Governmental entities such as national parks and military agencies.","","0","1","","USNG","","","","","","","","","","","","","","[1][0-9][R,S,T,U][ABCDEFGHJKLMNPQRSTUVWXYZ][ABCDEFGHJKLMNPQRSTUV][0-9]{8}",
"EMSDataSet","element","eResponse.19","Beginning Odometer Reading of Responding Vehicle","E02_16","","State","The mileage (counter or odometer reading) of the vehicle at the beginning of the call (when the wheels begin moving). If EMS vehicle/unit is via water or air travel document the number in "hours" as it relates to the documentation of Boat, Fixed Wing, or Rotor Craft in eDisposition.16 (EMS Transport Method)","Optional","If a mileage counter is being used instead of an odometer, this value would be 0.","","0","1","","EMSMileageOdometer","","","","","","","","","","","","8","2","",
"EMSDataSet","element","eResponse.20","On-Scene Odometer Reading of Responding Vehicle","E02_17","","State","The mileage (counter or odometer reading) of the vehicle when it arrives at the scene. If EMS vehicle/unit is via water or air travel document the number in "hours" as it relates to the documentation of Boat, Fixed Wing, or Rotor Craft in eDisposition.16 (EMS Transport Method)","Optional","If using a counter, this is the mileage traveled from dispatch to the scene starting from 0.","","0","1","","EMSMileageOdometer","","","","","","","","","","","","8","2","",
"EMSDataSet","element","eResponse.21","Patient Destination Odometer Reading of Responding Vehicle","E02_18","","State","The mileage (counter or odometer reading) of the vehicle when it arrives at the patient's destination. If EMS vehicle/unit is via water or air travel document the number in "hours" as it relates to the documentation of Boat, Fixed Wing, or Rotor Craft in eDisposition.16 (EMS Transport Method)","Optional","If using a counter, this is the mileage traveled from dispatch to the patient's transport destination starting from 0.","","0","1","","EMSMileageOdometer","","","","","","","","","","","","8","2","",
"EMSDataSet","element","eResponse.22","Ending Odometer Reading of Responding Vehicle","E02_19","","State","If using a counter, this is the mileage traveled beginning with dispatch through the transport of the patient to their destination and ending when back in service, starting from 0. If EMS vehicle/unit is via water or air travel document the number in "hours" as it relates to the documentation of boat, Fixed Wing, or Rotor Craft in eDisposition.16","Optional","","","0","1","","EMSMileageOdometer","","","","","","","","","","","","8","2","",
"EMSDataSet","element","eResponse.23","Response Mode to Scene","E02_20","National","State","The indication whether the response was emergent or non-emergent. An emergent response is an immediate response (typically using lights and sirens).","Mandatory","Information now split between eResponse.23 (Response Mode to Scene) and eResponse.24 (Additional Response Mode Descriptors)","","1","1","","EMSResponseMode","","","","","","","","","","","","","","",
"EMSDataSet","element","eResponse.24","Additional Response Mode Descriptors","","National","State","The documentation of response mode techniques used for this EMS response.","Required","Descriptors have been added to better describe the EMS Response.  This includes information on whether the EMS event was schedule or unscheduled.","","1","M","Nillable","EMSAdditionalResponseMode","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eDispatch.01","Complaint Reported by Dispatch","E03_01","National","State","The complaint dispatch reported to the responding unit.","Mandatory","Added Pandemic/Epidemic/Outbreak.<br/>Added Automated Crash Notification<br/>Added Healthcare Professional Admission<br/>Added Interfacility/Evaluation/Transfer<br/>- Other entries expanded based on current national EMD Dispatch List","","1","1","","ComplaintReportedByDispatch","","","","","","","","","","","","","","",
"EMSDataSet","element","eDispatch.02","EMD Performed","E03_02","National","State","Indication of whether Emergency Medical Dispatch was performed for this EMS event.","Required","","","1","1","Nillable","EMDPerformed","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eDispatch.03","EMD Card Number","E03_03","","","The EMD card number reported by dispatch, consisting of the card number, dispatch level, and dispatch mode","Optional","","","0","1","","EMDCardNumber","","","","","","1","10","","","","","","","",
"EMSDataSet","element","eDispatch.04","Dispatch Center Name or ID","","","","The name or ID of the dispatch center providing electronic data to the PCR for the EMS agency, if applicable.","Optional","This element can be used to identify the dispatch center (Primary or Secondary Public Safety Answering Point - PSAP) that dispatches the EMS agency.  If the EMS agency is able to populate the Patient Care Report (PCR) with CAD specific details (times, incident address information, crew information, EMD, etc) the name or ID of the dispatch center should be documented.","Added to the dataset to assist in identifying the CAD / dispatch center providing information to the EMS agency and ePCR when there are multiple dispatch centers sending resources to the same EMS incident.","0","1","","ComputerAidedDispatchCADNameorID","","","","","","2","100","","","","","","","",
"EMSDataSet","element","eDispatch.05","Dispatch Priority (Patient Acuity)","","","","The actual, apparent, or potential acuity of the patient’s condition as determined through information obtained during the EMD process.","Optional","The use of priority and acuity values vary by EMS agency.  Some systems may utilize fewer than four priority levels and some more.  The use of four priority levels is to capture the majority and allow for the inclusion of the NHTSA National EMS Core Content definitions for patient acuity, specifically: Critical, Emergent, and Lower Acuity. <br/><br/> For EMS Agencies and CAD / EMD systems utilizing Alpha-Echo, Omega levels for determining the priority level for dispatch of the EMS unit, the recommended mapping is: <br/><br/> <table cellpadding="2px" cellspacing="0px" border="1px"> <tr> <td>Echo = Priority 1</td><td>Charlie = Priority 2</td><td>Alpha = Priority 3</td> </tr><tr> <td>Delta = Priority 1</td><td>Bravo = Priority 2</td><td>Omega = Priority 4</td> </tr></table> <br/> <br/>Priority 1 is typically an emergent (lights and sirens) response <br/>Priority 2 is typically an emergent response without the use lights and sirens <br/>Priority 3 is typically a non-emergent response for nursing home, hospital-to-hospital transfers, etc. <br/>Priority 4 is typically a scheduled response (scheduled  transfer) or standby event <br/><br/> Definitions related to “Critical, Emergent, and Lower Acuity” can be found in the National EMS Core Content document from NHTSA EMS (DOT HS 809-898 July 2005) at  <br/>http://www.nhtsa.gov/people/injury/ems/emscorecontent/images/EMSCoreContent.pdf","","0","1","","DispatchPriority","","","","","","","","","","","","","","",
"EMSDataSet","element","eCrew.01","Crew Member ID","E04_01","","State","The state certification/licensure ID number assigned to the crew member.","Recommended","Document the state certification/licensure ID for the state where the event occurred.","","0","1","Nillable","CrewMemberID","NV","","","NV.NotReporting; NV.NotRecorded; NV.NotApplicable; ","","2","15","","","","","","","",
"EMSDataSet","element","eCrew.02","Crew Member Level","E04_03","","State","The functioning level of the crew member ID during this EMS patient encounter.","Recommended","The category EMT-Intermediate includes EMS professionals with an “85” or “99” certification level.","","0","1","Nillable","CrewMemberLevel","NV","","","NV.NotReporting; NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eCrew.03","Crew Member Response Role","E04_02","","State","The role(s) of the role member during response, at scene treatment, and/or transport.","Recommended","This element has been changed to allow for multiple selections. There must be a driver for response and transport. There must be a primary patient caregiver for scene and transport.","","0","M","Nillable","CrewMemberRoles","NV","","","NV.NotReporting; NV.NotRecorded; NV.NotApplicable; ","","","","","","","","","","",
"EMSDataSet","element","eTimes.01","PSAP Call Date/Time","E05_02","National","State","The date/time the phone rings (911 call to public safety answering point or other designated entity) requesting EMS services.","Required","This date/time might be the same as Dispatch Notified Date/Time (eTimes.02). 							<br/><br/>DateTime consists of finite-length characters of the form: yyyy '-' mm '-' dd 'T' hh ':' mm ':' ss ('.' s+)? (zzzzzz) <table  cellspacing="1"><tr><td>							 <table border="1px" cellpadding="2px" cellspacing="0">   <tr><td align="center">yyyy</td><td>a four-digit numeral that represents the year</td></tr>   <tr><td align="center">'-'</td><td>separators between parts of the date portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the month</td></tr>   <tr><td align="center">dd</td><td>a two-digit numeral that represents the day</td></tr>   <tr><td align="center">T</td><td>separator that indicates time-of-day follows</td></tr>   <tr><td align="center">hh</td><td>a two-digit numeral that represents the hour</td></tr>   <tr><td align="center">':'</td><td>a separator between parts of the time-of-day portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minute</td></tr>   <tr><td align="center">ss</td><td>a two-integer-digit numeral that represents the whole seconds</td></tr>   <tr><td align="center">'.' s+</td><td>(not required) represents the fractional seconds</td></tr>   <tr><td align="center">zzzzzz</td><td>(required) represents the timezone (as described below)</td></tr> </table>  </td></tr></table> <br/>Timezones, required, are durations with (integer-valued) hour and minute properties in the form: ('+' | '-') hh ':' mm    <table cellspacing="2"><tr><td>	 <table border="1px" cellpadding="3px" cellspacing="0">   <tr><td align="center">hh</td><td>a two-digit numeral (with leading zeros as required) that represents the hours</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minutes</td></tr>   <tr><td align="center">'+'</td><td>a nonnegative duration</td></tr>   <tr><td align="center">'-'</td><td>a nonpositive duration</td></tr> </table> </td></tr></table>","","1","1","Nillable","DateTimeType","NV","","","NV.NotRecorded; NV.NotApplicable; ","","","","","1950-01-01T00:00:00-00:00","2050-01-01T00:00:00-00:00","","","","[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.\d+)?(\+|-)[0-9]{2}:[0-9]{2}",
"EMSDataSet","element","eTimes.02","Dispatch Notified Date/Time","E05_03","","","The date/time dispatch was notified by the 911 call taker (if a separate entity).","Optional","This date/time might be the same as PSAP Call Date/Time (eTimes.01).  							<br/><br/>DateTime consists of finite-length characters of the form: yyyy '-' mm '-' dd 'T' hh ':' mm ':' ss ('.' s+)? (zzzzzz) <table  cellspacing="2"><tr><td>							 <table border="1px" cellpadding="3px" cellspacing="0">   <tr><td align="center">yyyy</td><td>a four-digit numeral that represents the year</td></tr>   <tr><td align="center">'-'</td><td>separators between parts of the date portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the month</td></tr>   <tr><td align="center">dd</td><td>a two-digit numeral that represents the day</td></tr>   <tr><td align="center">T</td><td>separator that indicates time-of-day follows</td></tr>   <tr><td align="center">hh</td><td>a two-digit numeral that represents the hour</td></tr>   <tr><td align="center">':'</td><td>a separator between parts of the time-of-day portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minute</td></tr>   <tr><td align="center">ss</td><td>a two-integer-digit numeral that represents the whole seconds</td></tr>   <tr><td align="center">'.' s+</td><td>(not required) represents the fractional seconds</td></tr>   <tr><td align="center">zzzzzz</td><td>(required) represents the timezone (as described below)</td></tr> </table>  </td></tr></table> <br/>Timezones, required, are durations with (integer-valued) hour and minute properties in the form: ('+' | '-') hh ':' mm    <table cellspacing="2"><tr><td>	 <table border="1px" cellpadding="3px" cellspacing="0">   <tr><td align="center">hh</td><td>a two-digit numeral (with leading zeros as required) that represents the hours</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minutes</td></tr>   <tr><td align="center">'+'</td><td>a nonnegative duration</td></tr>   <tr><td align="center">'-'</td><td>a nonpositive duration</td></tr> </table> </td></tr></table>","","0","1","","DateTimeType","","","","","","","","","1950-01-01T00:00:00-00:00","2050-01-01T00:00:00-00:00","","","","[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.\d+)?(\+|-)[0-9]{2}:[0-9]{2}",
"EMSDataSet","element","eTimes.03","Unit Notified by Dispatch Date/Time","E05_04","National","State","The date/time the responding unit was notified by dispatch.","Mandatory","DateTime consists of finite-length characters of the form: yyyy '-' mm '-' dd 'T' hh ':' mm ':' ss ('.' s+)? (zzzzzz) <table  cellspacing="1"><tr><td>							 <table border="1px" cellpadding="2px" cellspacing="0">   <tr><td align="center">yyyy</td><td>a four-digit numeral that represents the year</td></tr>   <tr><td align="center">'-'</td><td>separators between parts of the date portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the month</td></tr>   <tr><td align="center">dd</td><td>a two-digit numeral that represents the day</td></tr>   <tr><td align="center">T</td><td>separator that indicates time-of-day follows</td></tr>   <tr><td align="center">hh</td><td>a two-digit numeral that represents the hour</td></tr>   <tr><td align="center">':'</td><td>a separator between parts of the time-of-day portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minute</td></tr>   <tr><td align="center">ss</td><td>a two-integer-digit numeral that represents the whole seconds</td></tr>   <tr><td align="center">'.' s+</td><td>(not required) represents the fractional seconds</td></tr>   <tr><td align="center">zzzzzz</td><td>(required) represents the timezone (as described below)</td></tr> </table>  </td></tr></table> <br/>Timezones, required, are durations with (integer-valued) hour and minute properties in the form: ('+' | '-') hh ':' mm    <table cellspacing="2"><tr><td>	 <table border="1px" cellpadding="3px" cellspacing="0">   <tr><td align="center">hh</td><td>a two-digit numeral (with leading zeros as required) that represents the hours</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minutes</td></tr>   <tr><td align="center">'+'</td><td>a nonnegative duration</td></tr>   <tr><td align="center">'-'</td><td>a nonpositive duration</td></tr> </table> </td></tr></table>","","1","1","","DateTimeType","","","","","","","","","1950-01-01T00:00:00-00:00","2050-01-01T00:00:00-00:00","","","","[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.\d+)?(\+|-)[0-9]{2}:[0-9]{2}",
"EMSDataSet","element","eTimes.04","Dispatch Acknowledged Date/Time","","","","The date/time the dispatch was acknowledged by the EMS Unit.","Optional","This is the end of turnout time or the beginning of response time. Added per Fire Service to better calculate NFPA 1710. 							<br/><br/>DateTime consists of finite-length characters of the form: yyyy '-' mm '-' dd 'T' hh ':' mm ':' ss ('.' s+)? (zzzzzz) <table  cellspacing="2"><tr><td>							 <table border="1px" cellpadding="3px" cellspacing="0">   <tr><td align="center">yyyy</td><td>a four-digit numeral that represents the year</td></tr>   <tr><td align="center">'-'</td><td>separators between parts of the date portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the month</td></tr>   <tr><td align="center">dd</td><td>a two-digit numeral that represents the day</td></tr>   <tr><td align="center">T</td><td>separator that indicates time-of-day follows</td></tr>   <tr><td align="center">hh</td><td>a two-digit numeral that represents the hour</td></tr>   <tr><td align="center">':'</td><td>a separator between parts of the time-of-day portion</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minute</td></tr>   <tr><td align="center">ss</td><td>a two-integer-digit numeral that represents the whole seconds</td></tr>   <tr><td align="center">'.' s+</td><td>(not required) represents the fractional seconds</td></tr>   <tr><td align="center">zzzzzz</td><td>(required) represents the timezone (as described below)</td></tr> </table>  </td></tr></table> <br/>Timezones, required, are durations with (integer-valued) hour and minute properties in the form: ('+' | '-') hh ':' mm    <table cellspacing="2"><tr><td>	 <table border="1px" cellpadding="3px" cellspacing="0">   <tr><td align="center">hh</td><td>a two-digit numeral (with leading zeros as required) that represents the hours</td></tr>   <tr><td align="center">mm</td><td>a two-digit numeral that represents the minutes</td></tr>   <tr><td align="center">'+'</td><td>a nonnegative duration</td></tr>   <tr><td align="center">'-'</td><td>a nonpositive duration</td></tr> </table> </td></tr></table>","","0","1","","DateTimeType","","","","","","","","","1950-01-01T00:00:00-00:00","2050-01-01T00:00:00-00:00","","","","[0-9]{4}-[0-9]{2}-[0-9]{2}T[0-9]{2}:[0-9]{2}:[0-9]{2}(\.\d+)?(\+|-)[0-9]{2}:[0-9]{2}",
