'DatasetName'|'DatasetType'|'ElementNumber'|'ElementName'|'V2Number'|'National'|'State'|'Usage'|'MinOccurs'|'MaxOccurs'|'IsNillable'|'DataType'|'NV'|'PN'|'PNNill'|'NVList'|'PNList'|'minLength'|'maxLength'|'length'|'minInclusive'|'maxInclusive'|'minExclusive'|'totalDigits'|'fractionDigits'|'pattern'|
'DEMDataSet'|'element'|'dContact.08'|'Agency Contact ZIP Code'|'D02_07'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'ZIP'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|'[0-9]{5}|[0-9]{5}-[0-9]{4}|[0-9]{5}-[0-9]{5}|[A-Z][0-9][A-Z] [0-9][A-Z][0-9]'|
'DEMDataSet'|'element'|'dContact.09'|'Agency Contact Country'|''|''|''|'Optional'|'0'|'1'|''|'ANSICountryCodesCAMXUS'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.10'|'Agency Contact Phone Number'|'D02_08'|''|'State'|'Recommended'|'0'|'M'|'Nillable'|'PhoneNumber'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|'[2-9][0-9][0-9]-[2-9][0-9][0-9]-[0-9][0-9][0-9][0-9]'|
'DEMDataSet'|'element'|'dContact.11'|'Agency Contact Email Address'|'D02_10'|''|'State'|'Recommended'|'0'|'M'|'Nillable'|'EmailAddress'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'3'|'100'|''|''|''|''|''|''|'.+@.+'|
'DEMDataSet'|'element'|'dContact.12'|'EMS Agency Contact Web Address'|'D02_11'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'WebAddress'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'3'|'255'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.13'|'Agency Medical Director Degree'|''|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'AgencyMedicalDirectorDegree'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.14'|'Agency Medical Director Board Certification Type'|''|''|'State'|'Recommended'|'0'|'M'|'Nillable'|'AgencyMedicalDirectorBoardCertificationType'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.15'|'Medical Director Compensation'|''|''|''|'Optional'|'0'|'1'|''|'MedicalDirectorCompensation'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.16'|'EMS Medical Director Fellowship Trained Status'|''|''|''|'Optional'|'0'|'1'|''|'YesNoValues'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.01'|'State Associated with the Certification/Licensure Levels'|''|'National'|'State'|'Mandatory'|'1'|'1'|''|'ANSIStateCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{2}'|
'DEMDataSet'|'element'|'dConfiguration.02'|'State Certification/Licensure Levels'|'D04_01'|'National'|'State'|'Mandatory'|'1'|'M'|''|'LicensureLevels'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.03'|'Procedures Permitted by the State'|''|'National'|'State'|'Required'|'1'|'M'|'Nillable'|'snomed'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'100000'|'999999999999999'|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.04'|'Medications Permitted by the State'|''|'National'|'State'|'Required'|'1'|'M'|'Nillable'|'Medication'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|'2'|'7'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.05'|'Protocols Permitted by the State'|''|'National'|'State'|'Required'|'1'|'M'|'Nillable'|'ProtocolsUsed'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.06'|'EMS Certification Levels Permitted to Perform Each Procedure'|'D04_05'|'National'|'State'|'Mandatory'|'1'|'1'|''|'StateCertificationLicensureLevels'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.07'|'EMS Agency Procedures'|'D04_04'|'National'|'State'|'Mandatory'|'1'|'M'|''|'snomed'|''|''|''|''|''|''|''|''|'100000'|'999999999999999'|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.08'|'EMS Certification Levels Permitted to Administer Each Medication'|'D04_07'|'National'|'State'|'Mandatory'|'1'|'1'|''|'StateCertificationLicensureLevels'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.09'|'EMS Agency Medications'|'D04_06'|'National'|'State'|'Mandatory'|'1'|'M'|''|'Medication'|''|''|''|''|''|'2'|'7'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.10'|'EMS Agency Protocols'|'D04_08'|'National'|'State'|'Mandatory'|'1'|'M'|''|'ProtocolsUsed'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.11'|'EMS Agency Specialty Service Capability'|''|'National'|'State'|'Mandatory'|'1'|'M'|''|'AgencySpecialtyServiceCapability'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.12'|'Billing Status'|'D04_10'|''|''|'Optional'|'0'|'1'|''|'YesNoValues'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.13'|'Emergency Medical Dispatch (EMD) Provided to EMS Agency Service Area'|''|'National'|'State'|'Mandatory'|'1'|'1'|''|'EMDtoAgencyServiceArea'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.14'|'EMD Vendor'|'D04_17'|''|'State'|'Recommended'|'0'|'M'|'Nillable'|'EMDVendorType'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'2'|'100'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.15'|'Patient Monitoring Capability(ies)'|''|'National'|'State'|'Mandatory'|'1'|'M'|''|'PatientMonitoringCapability'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.16'|'Crew Call Sign'|'D04_02'|'National'|'State'|'Mandatory'|'1'|'M'|''|'AgencyCallSign'|''|''|''|''|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.17'|'Dispatch Center (CAD) Name or ID'|''|''|''|'Optional'|'0'|'M'|''|'DispatchCenterCADNameorID'|''|''|''|''|''|'2'|'100'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.01'|'EMS Location Type'|''|''|''|'Optional'|'0'|'1'|''|'LocationType'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.02'|'EMS Location Name'|'D05_01'|''|''|'Optional'|'0'|'1'|''|'StationName'|''|''|''|''|''|'2'|'100'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.03'|'EMS Location Number'|'D05_02'|''|''|'Optional'|'0'|'1'|''|'StationNumber'|''|''|''|''|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.04'|'EMS Location GPS'|'D05_04'|''|''|'Optional'|'0'|'1'|''|'GPSLocation'|''|''|''|''|''|''|''|''|''|''|''|''|''|'(\+|-)?(90(\.[0]{1,6})?|([1-8][0-9]|[0-9])(\.[0-9]{1,6})?),(\+|-)?(180(\.[0]{1,6})?|(1[0-7][0-9]|[1-9][0-9]|[0-9])(\.[0-9]{1,6})?)'|
'DEMDataSet'|'element'|'dLocation.05'|'EMS Location US National Grid Coordinates'|''|''|''|'Optional'|'0'|'1'|''|'USNG'|''|''|''|''|''|''|''|''|''|''|''|''|''|'([1-9]|[1-5][0-9]|60)[C-HJ-NP-X][A-HJ-NP-Z][A-HJ-NP-V][0-9]{8}'|
'DEMDataSet'|'element'|'dLocation.06'|'EMS Location Address'|'D05_05'|''|''|'Optional'|'0'|'1'|''|'StreetAddress'|''|''|''|''|''|'1'|'255'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.07'|'EMS Location City'|'D05_06'|''|''|'Optional'|'0'|'1'|''|'CityGnisCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.08'|'EMS Location State'|'D05_07'|''|''|'Optional'|'0'|'1'|''|'ANSIStateCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{2}'|
'DEMDataSet'|'element'|'dLocation.09'|'EMS Station or Location ZIP Code'|'D05_08'|''|''|'Optional'|'0'|'1'|''|'ZIP'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{5}|[0-9]{5}-[0-9]{4}|[0-9]{5}-[0-9]{5}|[A-Z][0-9][A-Z] [0-9][A-Z][0-9]'|
'DEMDataSet'|'element'|'dLocation.10'|'EMS Location County'|''|''|''|'Optional'|'0'|'1'|''|'ANSICountyCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{5}'|
'DEMDataSet'|'element'|'dLocation.11'|'EMS Location Country'|''|''|''|'Optional'|'0'|'1'|''|'ANSICountryCodesCAMXUS'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.12'|'EMS Location Phone Number'|'D05_09'|''|''|'Optional'|'0'|'M'|''|'PhoneNumber'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[2-9][0-9][0-9]-[2-9][0-9][0-9]-[0-9][0-9][0-9][0-9]'|
'DEMDataSet'|'element'|'dVehicle.01'|'Unit/Vehicle Number'|'D06_01'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'VehicleNumber'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'25'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.02'|'Vehicle Identification Number'|''|''|''|'Optional'|'0'|'1'|''|'VehicleIdentificationNumber'|''|''|''|''|''|'17'|'17'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.03'|'EMS Unit Call Sign'|''|''|''|'Optional'|'0'|'1'|''|'EMSUnitCallSign'|''|''|''|''|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.04'|'Vehicle Type'|'D06_03'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'VehicleType'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.05'|'Crew State Certification/Licensure Levels'|'D06_04'|''|''|'Optional'|'0'|'1'|''|'StateCertificationLicensureLevels'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.06'|'Number of Each EMS Personnel Level on Normal 911 Ambulance Response'|'D06_05'|''|''|'Optional'|'0'|'1'|''|'NumberofPersonnel'|''|''|''|''|''|''|''|''|'1'|'12'|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.07'|'Number of Each EMS Personnel Level on Normal 911 Response (Non-Transport) Vehicle'|''|''|''|'Optional'|'0'|'1'|''|'NumberofPersonnel'|''|''|''|''|''|''|''|''|'1'|'12'|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.08'|'Number of Each EMS Personnel Level on Normal Medical (Non-911) Transport Ambulance'|''|''|''|'Optional'|'0'|'1'|''|'NumberofPersonnel'|''|''|''|''|''|''|''|''|'1'|'12'|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.09'|'Vehicle Initial Cost'|'D06_06'|''|''|'Optional'|'0'|'1'|''|'VehicleInitialCost'|''|''|''|''|''|''|''|''|'1'|'10000000'|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.10'|'Vehicle Model Year'|'D06_07'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'Year'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1900'|'2050'|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.11'|'Year Miles/Kilometers Hours Accrued'|'D06_08'|''|''|'Optional'|'0'|'1'|''|'Year'|''|''|''|''|''|''|''|''|'1900'|'2050'|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.12'|'Annual Vehicle Hours'|'D06_09'|''|''|'Optional'|'0'|'1'|''|'VehicleHours'|''|''|''|''|''|''|''|''|'1'|'10000'|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.13'|'Annual Vehicle Miles/Kilometers'|'D06_10'|''|''|'Optional'|'0'|'1'|''|'AnnualOdometerReading'|''|''|''|''|''|''|''|''|''|''|''|'7'|'1'|''|
'DEMDataSet'|'element'|'dPersonnel.01'|'EMS Personnel's Last Name'|'D08_01'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'PersonLastName'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'60'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dPersonnel.02'|'EMS Personnel's First Name'|'D08_03'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'PersonFirstName'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dPersonnel.03'|'EMS Personnel's Middle Name/Initial'|'D08_02'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'PersonMiddleName'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dPersonnel.04'|'EMS Personnel's Mailing Address'|'D08_04'|''|''|'Optional'|'0'|'1'|''|'StreetAddress'|''|''|''|''|''|'1'|'255'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dPersonnel.05'|'EMS Personnel's City of Residence'|'D08_05'|''|''|'Optional'|'0'|'1'|''|'CityGnisCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dPersonnel.06'|'EMS Personnel's State'|'D08_06'|''|''|'Optional'|'0'|'1'|''|'ANSIStateCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{2}'|
'DEMDataSet'|'element'|'dPersonnel.07'|'EMS Personnel's ZIP Code'|'D08_07'|''|''|'Optional'|'0'|'1'|''|'ZIP'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{5}|[0-9]{5}-[0-9]{4}|[0-9]{5}-[0-9]{5}|[A-Z][0-9][A-Z] [0-9][A-Z][0-9]'|
'DEMDataSet'|'element'|'dPersonnel.08'|'EMS Personnel's Country'|''|''|''|'Optional'|'0'|'1'|''|'ANSICountryCodesCAMXUS'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dPersonnel.09'|'EMS Personnel's Phone Number'|'D08_08'|''|''|'Optional'|'0'|'M'|''|'PhoneNumber'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[2-9][0-9][0-9]-[2-9][0-9][0-9]-[0-9][0-9][0-9][0-9]'|
'DEMDataSet'|'element'|'dPersonnel.10'|'EMS Personnel's Email Address'|'D08_10'|''|''|'Optional'|'0'|'M'|''|'EmailAddress'|''|''|''|''|''|'3'|'100'|''|''|''|''|''|''|'.+@.+'|
'DEMDataSet'|'element'|'dPersonnel.11'|'EMS Personnel's Date of Birth'|'D08_11'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'DateType'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1900-01-01'|'2050-01-01'|''|''|''|''|
'DEMDataSet'|'element'|'dPersonnel.12'|'EMS Personnel's Gender'|'D08_12'|''|'State'|'Recommended'|'0'|'1'|'Nillable'|'Gender'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
