'Dataset'|'DatasetType'|'ElementNumber'|'ElementName'|'National'|'State'|'Airway'|'CardiacArrest'|'Pediatric'|'ResponseTime'|'STEMI'|'Stroke'|'Trauma'|
'EMSDataSet'|'element'|'eResponse.01'|'EMS Agency Number'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.02'|'EMS Agency Name'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.03'|'Incident Number'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.04'|'EMS Response Number'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.05'|'Type of Service Requested'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.06'|'Standby Purpose'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.07'|'Primary Role of the Unit'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.08'|'Type of Dispatch Delay'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.09'|'Type of Response Delay'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.10'|'Type of Scene Delay'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.11'|'Type of Transport Delay'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.12'|'Type of Turn-Around Delay'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.13'|'EMS Vehicle (Unit) Number'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.14'|'EMS Unit Call Sign'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.15'|'Level of Care of This Unit'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.16'|'Vehicle Dispatch Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.17'|'Vehicle Dispatch GPS Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.18'|'Vehicle Dispatch Location US National Grid Coordinates'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.19'|'Beginning Odometer Reading of Responding Vehicle'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.20'|'On-Scene Odometer Reading of Responding Vehicle'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.21'|'Patient Destination Odometer Reading of Responding Vehicle'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.22'|'Ending Odometer Reading of Responding Vehicle'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eResponse.23'|'Response Mode to Scene'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eResponse.24'|'Additional Response Mode Descriptors'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDispatch.01'|'Complaint Reported by Dispatch'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDispatch.02'|'EMD Performed'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDispatch.03'|'EMD Card Number'|''|''|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eDispatch.04'|'Dispatch Center Name or ID'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDispatch.05'|'Dispatch Priority (Patient Acuity)'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eDispatch.06'|'Unit Dispatched CAD Record ID'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eCrew.01'|'Crew Member ID'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eCrew.02'|'Crew Member Level'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eCrew.03'|'Crew Member Response Role'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.01'|'PSAP Call Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.02'|'Dispatch Notified Date/Time'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eTimes.03'|'Unit Notified by Dispatch Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.04'|'Dispatch Acknowledged Date/Time'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eTimes.05'|'Unit En Route Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.06'|'Unit Arrived on Scene Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.07'|'Arrived at Patient Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.08'|'Transfer of EMS Patient Care Date/Time'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.09'|'Unit Left Scene Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.10'|'Arrival at Destination Landing Area Date/Time'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eTimes.11'|'Patient Arrived at Destination Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.12'|'Destination Patient Transfer of Care Date/Time'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eTimes.13'|'Unit Back in Service Date/Time'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eTimes.14'|'Unit Canceled Date/Time'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eTimes.15'|'Unit Back at Home Location Date/Time'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eTimes.16'|'EMS Call Completed Date/Time'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.01'|'EMS Patient ID'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.02'|'Last Name'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.03'|'First Name'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.04'|'Middle Initial/Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.05'|'Patient's Home Address'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.06'|'Patient's Home City'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.07'|'Patient's Home County'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.08'|'Patient's Home State'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.09'|'Patient's Home ZIP Code'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.10'|'Patient's Country of Residence'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.11'|'Patient Home Census Tract'|''|''|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.12'|'Social Security Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.13'|'Gender'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.14'|'Race'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.15'|'Age'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.16'|'Age Units'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePatient.17'|'Date of Birth'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.18'|'Patient's Phone Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.19'|'Patient's Email Address'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.20'|'State Issuing Driver's License'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePatient.21'|'Driver's License Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.01'|'Primary Method of Payment'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePayment.02'|'Physician Certification Statement'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.03'|'Date Physician Certification Statement Signed'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.04'|'Reason for Physician Certification Statement'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.05'|'Healthcare Provider Type Signing Physician Certification Statement'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.06'|'Last Name of Individual Signing Physician Certification Statement'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.07'|'First Name of Individual Signing Physician Certification Statement'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.08'|'Patient Resides in Service Area'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.09'|'Insurance Company ID'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.10'|'Insurance Company Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.11'|'Insurance Company Billing Priority'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.12'|'Insurance Company Address'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.13'|'Insurance Company City'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.14'|'Insurance Company State'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.15'|'Insurance Company ZIP Code'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.16'|'Insurance Company Country'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.17'|'Insurance Group ID'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.18'|'Insurance Policy ID Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.19'|'Last Name of the Insured'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.20'|'First Name of the Insured'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.21'|'Middle Initial/Name of the Insured'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.22'|'Relationship to the Insured'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.58'|'Insurance Group Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.23'|'Closest Relative/Guardian Last Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.24'|'Closest Relative/ Guardian First Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.25'|'Closest Relative/ Guardian Middle Initial/Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.26'|'Closest Relative/ Guardian Street Address'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.27'|'Closest Relative/ Guardian City'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.28'|'Closest Relative/ Guardian State'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.29'|'Closest Relative/ Guardian ZIP Code'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.30'|'Closest Relative/ Guardian Country'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.31'|'Closest Relative/ Guardian Phone Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.32'|'Closest Relative/ Guardian Relationship'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.33'|'Patient's Employer'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.34'|'Patient's Employer's Address'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.35'|'Patient's Employer's City'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.36'|'Patient's Employer's State'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.37'|'Patient's Employer's ZIP Code'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.38'|'Patient's Employer's Country'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.39'|'Patient's Employer's Primary Phone Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.40'|'Response Urgency'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.41'|'Patient Transport Assessment'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.42'|'Specialty Care Transport Care Provider'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.44'|'Ambulance Transport Reason Code'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.45'|'Round Trip Purpose Description'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.46'|'Stretcher Purpose Description'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.47'|'Ambulance Conditions Indicator'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.48'|'Mileage to Closest Hospital Facility'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.49'|'ALS Assessment Performed and Warranted'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.50'|'CMS Service Level'|'National'|'State'|'X'|''|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePayment.51'|'EMS Condition Code'|''|''|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'ePayment.52'|'CMS Transportation Indicator'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.53'|'Transport Authorization Code'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.54'|'Prior Authorization Code Payer'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.55'|'Supply Item Used Name'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.56'|'Number of Supply Item(s) Used'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'ePayment.57'|'Payer Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.01'|'First EMS Unit on Scene'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.02'|'Other EMS or Public Safety Agencies at Scene'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.03'|'Other EMS or Public Safety Agency ID Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.04'|'Type of Other Service at Scene'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.05'|'Date/Time Initial Responder Arrived on Scene'|''|''|'X'|'X'|''|''|'X'|''|'X'|
'EMSDataSet'|'element'|'eScene.06'|'Number of Patients at Scene'|'National'|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.07'|'Mass Casualty Incident'|'National'|'State'|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eScene.08'|'Triage Classification for MCI Patient'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eScene.09'|'Incident Location Type'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eScene.10'|'Incident Facility Code'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.11'|'Scene GPS Location'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eScene.12'|'Scene US National Grid Coordinates'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.13'|'Incident Facility or Location Name'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.14'|'Mile Post or Major Roadway'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.15'|'Incident Street Address'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.16'|'Incident Apartment, Suite, or Room'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.17'|'Incident City'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.18'|'Incident State'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eScene.19'|'Incident ZIP Code'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eScene.20'|'Scene Cross Street or Directions'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.21'|'Incident County'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eScene.22'|'Incident Country'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eScene.23'|'Incident Census Tract'|''|''|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.01'|'Date/Time of Symptom Onset'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.02'|'Possible Injury'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.03'|'Complaint Type'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.04'|'Complaint'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.05'|'Duration of Complaint'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.06'|'Time Units of Duration of Complaint'|''|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.07'|'Chief Complaint Anatomic Location'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.08'|'Chief Complaint Organ System'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.09'|'Primary Symptom'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.10'|'Other Associated Symptoms'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.11'|'Provider's Primary Impression'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.12'|'Provider's Secondary Impressions'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.13'|'Initial Patient Acuity'|'National'|'State'|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eSituation.14'|'Work-Related Illness/Injury'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eSituation.15'|'Patient's Occupational Industry'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eSituation.16'|'Patient's Occupation'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eSituation.17'|'Patient Activity'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eSituation.18'|'Date/Time Last Known Well'|''|''|'X'|'X'|'X'|''|'X'|'X'|'X'|
'EMSDataSet'|'element'|'eInjury.01'|'Cause of Injury'|'National'|'State'|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eInjury.02'|'Mechanism of Injury'|''|'State'|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eInjury.03'|'Trauma Center Criteria'|'National'|'State'|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eInjury.04'|'Vehicular, Pedestrian, or Other Injury Risk Factor'|'National'|'State'|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eInjury.05'|'Main Area of the Vehicle Impacted by the Collision'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.06'|'Location of Patient in Vehicle'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.07'|'Use of Occupant Safety Equipment'|''|'State'|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eInjury.08'|'Airbag Deployment'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.09'|'Height of Fall (feet)'|''|'State'|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.10'|'OSHA Personal Protective Equipment Used'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.11'|'ACN System/Company Providing ACN Data'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.12'|'ACN Incident ID'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.13'|'ACN Call Back Phone Number'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.14'|'Date/Time of ACN Incident'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.15'|'ACN Incident Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.16'|'ACN Incident Vehicle Body Type'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.17'|'ACN Incident Vehicle Manufacturer'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.18'|'ACN Incident Vehicle Make'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.19'|'ACN Incident Vehicle Model'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.20'|'ACN Incident Vehicle Model Year'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.21'|'ACN Incident Multiple Impacts'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.22'|'ACN Incident Delta Velocity'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.23'|'ACN High Probability of Injury'|''|''|''|''|''|''|''|''|'X'|
'EMSDataSet'|'element'|'eInjury.24'|'ACN Incident PDOF'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.25'|'ACN Incident Rollover'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.26'|'ACN Vehicle Seat Location'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.27'|'Seat Occupied'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.28'|'ACN Incident Seatbelt Use'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eInjury.29'|'ACN Incident Airbag Deployed'|''|''|''|''|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.01'|'Cardiac Arrest'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.02'|'Cardiac Arrest Etiology'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.03'|'Resuscitation Attempted By EMS'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.04'|'Arrest Witnessed By'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.05'|'CPR Care Provided Prior to EMS Arrival'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.06'|'Who Provided CPR Prior to EMS Arrival'|''|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.07'|'AED Use Prior to EMS Arrival'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.08'|'Who Used AED Prior to EMS Arrival'|''|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.09'|'Type of CPR Provided'|'National'|'State'|''|'X'|''|''|''|''|''|
'EMSDataSet'|'element'|'eArrest.11'|'First Monitored Arrest Rhythm of the Patient'|'National'|'State'|''|'X'|''|''|''|''|''|
